	Assay	Cell Type	Molecule
4662	CHIP	CLOCK_6AN_ChIPSeq / U2OS cells stably expressing Bmal1:Luc / osteosarcoma cell line U2OS stably expressing Bmal1:Luc	CLOCK
4663	CHIP	H3K4me3_DMSO_ChIPSeq / U2OS cells stably expressing Bmal1:Luc / osteosarcoma cell line U2OS stably expressing Bmal1:Luc	H3K4me3
4664	CHIP	H3K4me3_6AN_ChIPSeq / U2OS cells stably expressing Bmal1:Luc / osteosarcoma cell line U2OS stably expressing Bmal1:Luc	H3K4me3
4665	CHIP	H3K9ac_DMSO_ChIPSeq / U2OS cells stably expressing Bmal1:Luc / osteosarcoma cell line U2OS stably expressing Bmal1:Luc	H3K9ac
4666	CHIP	H3K9ac_6AN_ChIPSeq / U2OS cells stably expressing Bmal1:Luc / osteosarcoma cell line U2OS stably expressing Bmal1:Luc	H3K9ac
4667	CHIP	ChIP_hBMAL1-peak-DMOG CHIP-Seq / U2OS cells / .	abcam
4668	CHIP	ChIP_hBMAL1-trough-DMOG CHIP-Seq / U2OS cells / .	abcam
4669	CHIP	ChIP_hBMAL1-peak-DMSO CHIP-Seq / U2OS cells / .	abcam
4670	CHIP	ChIP_hBMAL1-trough-DMSO CHIP-Seq / U2OS cells / .	abcam
4671	CHIP	ChIP_hHIF1a-peak-DMOG CHIP-Seq / U2OS cells / .	active
4672	CHIP	ChIP_hHIF1a-trough-DMOG CHIP-Seq / U2OS cells / .	active
4673	CHIP	ChIP_hHIF1a-peak-DMSO CHIP-Seq / U2OS cells / .	active
4674	CHIP	ChIP_hHIF1a-trough-DMSO CHIP-Seq / U2OS cells / .	active
4675	CAGE	Clontech Human Universal Reference Total RNA, pool1	
4676	CAGE	SABiosciences XpressRef Human Universal Total RNA, pool1	
4677	CAGE	Universal RNA - Human Normal Tissues Biochain, pool1	
4678	CAGE	adipose tissue, adult, pool1	
4679	CAGE	bladder, adult, pool1	
4680	CAGE	brain, adult, pool1	
4681	CAGE	cervix, adult, pool1	
4682	CAGE	colon, adult, pool1	
4683	CAGE	esophagus, adult, pool1	
4684	CAGE	heart, adult, pool1	
4685	CAGE	kidney, adult, pool1	
4686	CAGE	liver, adult, pool1	
4687	CAGE	lung, adult, pool1	
4688	CAGE	ovary, adult, pool1	
4689	CAGE	placenta, adult, pool1	
4690	CAGE	prostate, adult, pool1	
4691	CAGE	skeletal muscle, adult, pool1	
4692	CAGE	small intestine, adult, pool1	
4693	CAGE	spleen, adult, pool1	
4694	CAGE	testis, adult, pool1	
4695	CAGE	thymus, adult, pool1	
4696	CAGE	thyroid, adult, pool1	
4697	CAGE	trachea, adult, pool1	
4698	CAGE	retina, adult, pool1	
4699	CAGE	temporal lobe, adult, pool1	
4700	CAGE	postcentral gyrus, adult, pool1	
4701	CAGE	pons, adult, pool1	
4702	CAGE	parietal lobe, adult, pool1	
4703	CAGE	paracentral gyrus, adult, pool1	
4704	CAGE	occipital pole, adult, pool1	
4705	CAGE	nucleus accumbens, adult, pool1	
4706	CAGE	medulla oblongata, adult, pool1	
4707	CAGE	insula, adult, pool1	
4708	CAGE	frontal lobe, adult, pool1	
4709	CAGE	dura mater, adult,	
4710	CAGE	corpus callosum, adult, pool1	
4711	CAGE	thymus, fetal, pool1	
4712	CAGE	spleen, fetal, pool1	
4713	CAGE	kidney, fetal, pool1	
4714	CAGE	heart, fetal, pool1	
4715	CAGE	tonsil, adult, pool1	
4716	CAGE	acute myeloid leukemia (FAB M5) cell line:THP-1 (fresh)	
4717	CAGE	acute myeloid leukemia (FAB M5) cell line:THP-1 (revived)	
4718	CAGE	acute myeloid leukemia (FAB M5) cell line:THP-1 (thawed)	
4719	CAGE	lung adenocarcinoma cell line:PC-14	
4720	CAGE	chronic myelogenous leukemia cell line:KU812	
4721	CAGE	extraskeletal myxoid chondrosarcoma cell line:H-EMC-SS	
4722	CAGE	renal cell carcinoma cell line:OS-RC-2	
4723	CAGE	malignant trichilemmal cyst cell line:DJM-1	
4724	CAGE	glioma cell line:GI-1	
4725	CAGE	maxillary sinus tumor cell line:HSQ-89	
4726	CAGE	gall bladder carcinoma cell line:TGBC2TKB	
4727	CAGE	papillotubular adenocarcinoma cell line:TGBC18TKB	
4728	CAGE	transitional-cell carcinoma cell line:5637	
4729	CAGE	breast carcinoma cell line:MDA-MB-453	
4730	CAGE	colon carcinoma cell line:COLO-320	
4731	CAGE	adult T-cell leukemia cell line:ATN-1	
4732	CAGE	Burkitt's lymphoma cell line:DAUDI	
4733	CAGE	choriocarcinoma cell line:BeWo	
4734	CAGE	splenic lymphoma with villous lymphocytes cell line:SLVL	
4735	CAGE	astrocytoma cell line:TM-31	
4736	CAGE	epidermoid carcinoma cell line:A431	
4737	CAGE	b cell line:RPMI1788	
4738	CAGE	anaplastic carcinoma cell line:8305C	
4739	CAGE	acute lymphoblastic leukemia (T-ALL) cell line:HPB-ALL	
4740	CAGE	non T non B acute lymphoblastic leukemia (ALL) cell line:P30/OHK	
4741	CAGE	epidermoid carcinoma cell line:Ca Ski	
4742	CAGE	bile duct carcinoma cell line:HuCCT1	
4743	CAGE	giant cell carcinoma cell line:Lu99B	
4744	CAGE	oral squamous cell carcinoma cell line:Ca9-22	
4745	CAGE	signet ring carcinoma cell line:Kato III	
4746	CAGE	Endothelial Cells - Aortic,	
4747	CAGE	Smooth Muscle Cells - Aortic,	
4748	CAGE	Smooth Muscle Cells - Umbilical artery,	
4749	CAGE	Retinal Pigment Epithelial Cells,	
4750	CAGE	Urothelial cells,	
4751	CAGE	Mesenchymal stem cells - adipose,	
4752	CAGE	Mesenchymal stem cells - hepatic,	
4753	CAGE	Mesenchymal Stem Cells - Vertebral,	
4754	CAGE	Sebocyte,	
4755	CAGE	Fibroblast - Gingival,  (GFH2)	
4756	CAGE	Mesothelial Cells,	
4757	CAGE	Sertoli Cells,	
4758	CAGE	CD14+ Monocytes,	
4759	CAGE	CD4+ T Cells,	
4760	CAGE	CD8+ T Cells,	
4761	CAGE	Dendritic Cells - monocyte immature derived, , tech_	
4762	CAGE	Dendritic Cells - plasmacytoid,	
4763	CAGE	CD14+ monocyte derived endothelial progenitor cells,	
4764	CAGE	Natural Killer Cells,	
4765	CAGE	Peripheral Blood Mononuclear Cells,	
4766	CAGE	Macrophage - monocyte derived,	
4767	CAGE	Neutrophils,	
4768	CAGE	Smooth Muscle Cells - Brain Vascular,	
4769	CAGE	Astrocyte - cerebral cortex,	
4770	CAGE	Endothelial Cells - Lymphatic,	
4771	CAGE	Fibroblast - Gingival,	
4772	CAGE	Fibroblast - Periodontal Ligament,	
4773	CAGE	Smooth Muscle Cells - Colonic,	
4774	CAGE	Skeletal Muscle Satellite Cells,	
4775	CAGE	Myoblast,	
4776	CAGE	Ciliary Epithelial Cells,	
4777	CAGE	Endothelial Cells - Umbilical vein,	
4778	CAGE	Fibroblast - Aortic Adventitial,	
4779	CAGE	Intestinal epithelial cells (polarized),	
4780	CAGE	Anulus Pulposus Cell,	
4781	CAGE	Pancreatic stromal cells,	
4782	CAGE	Fibroblast - Pulmonary Artery,	
4783	CAGE	Keratinocyte - oral,	
4784	CAGE	Nucleus Pulposus Cell,	
4785	CAGE	Prostate Epithelial Cells (polarized),	
4786	CAGE	Prostate Stromal Cells,	
4787	CAGE	Small Airway Epithelial Cells,	
4788	CAGE	cord blood derived cell line:COBL-a untreated	
4789	CAGE	embryonic kidney cell line: HEK293/SLAM untreated	
4790	CAGE	embryonic kidney cell line: HEK293/SLAM infection, 24hr	
4791	CAGE	cord blood derived cell line:COBL-a 24h infection(-C)	
4792	CAGE	cord blood derived cell line:COBL-a 24h infection	
4793	CAGE	Adipocyte - breast,	
4794	CAGE	Preadipocyte - breast,	
4795	CAGE	Adipocyte - omental,	
4796	CAGE	Mesenchymal Stem Cells - Wharton's Jelly,	
4797	CAGE	Gingival epithelial cells,  (GEA11)	
4798	CAGE	Neural stem cells,	
4799	CAGE	Keratinocyte - epidermal,	
4800	CAGE	Preadipocyte - omental,	
4801	CAGE	Smooth Muscle Cells - Internal Thoracic Artery,	
4802	CAGE	Synoviocyte,	
4803	CAGE	Mast cell - stimulated,	
4804	CAGE	Fibroblast - skin spinal muscular atrophy,	
4805	CAGE	Whole blood (ribopure), , donation1	
4806	CAGE	Whole blood (ribopure), , donation2	
4807	CAGE	Mammary Epithelial Cell,	
4808	CAGE	Osteoblast,	
4809	CAGE	Placental Epithelial Cells,	
4810	CAGE	Preadipocyte - subcutaneous,	
4811	CAGE	Preadipocyte - visceral,	
4812	CAGE	Skeletal Muscle Cells,	
4813	CAGE	Skeletal muscle cells differentiated into Myotubes - multinucleated,	
4814	CAGE	Smooth Muscle Cells - Brachiocephalic,	
4815	CAGE	Smooth Muscle Cells - Carotid,	
4816	CAGE	Smooth Muscle Cells - Coronary Artery,	
4817	CAGE	Smooth Muscle Cells - Pulmonary Artery,	
4818	CAGE	Smooth Muscle Cells - Subclavian Artery,	
4819	CAGE	Smooth Muscle Cells - Umbilical Artery,	
4820	CAGE	Tracheal Epithelial Cells,	
4821	CAGE	ductal cell carcinoma cell line:KLM-1	
4822	CAGE	schwannoma cell line:HS-PSS, tech_	
4823	CAGE	glioblastoma cell line:A172, tech_	
4824	CAGE	prostate cancer cell line:PC-3	
4825	CAGE	synovial sarcoma cell line:HS-SY-II	
4826	CAGE	epithelioid sarcoma cell line:HS-ES-1	
4827	CAGE	endometrial stromal sarcoma cell line:OMC-9	
4828	CAGE	chronic myelogenous leukemia cell line:K562	
4829	CAGE	acute lymphoblastic leukemia (B-ALL) cell line:BALL-1	
4830	CAGE	squamous cell carcinoma cell line:EC-GI-10	
4831	CAGE	acute lymphoblastic leukemia (T-ALL) cell line:Jurkat	
4832	CAGE	melanoma cell line:G-361	
4833	CAGE	rectal cancer cell line:TT1TKB	
4834	CAGE	gall bladder carcinoma cell line:TGBC14TKB	
4835	CAGE	renal cell carcinoma cell line:TUHR10TKB	
4836	CAGE	myeloma cell line:PCM6	
4837	CAGE	ductal cell carcinoma cell line:MIA Paca2	
4838	CAGE	prostate cancer cell line:DU145	
4839	CAGE	transitional-cell carcinoma cell line:JMSU1	
4840	CAGE	mesothelioma cell line:ACC-MESO-1	
4841	CAGE	mesothelioma cell line:ACC-MESO-4	
4842	CAGE	bile duct carcinoma cell line:TFK-1	
4843	CAGE	endometrial carcinoma cell line:OMC-2	
4844	CAGE	retinoblastoma cell line:Y79	
4845	CAGE	Burkitt's lymphoma cell line:RAJI	
4846	CAGE	rhabdomyosarcoma cell line:RMS-YM	
4847	CAGE	signet ring carcinoma cell line:NUGC-4	
4848	CAGE	hepatoma cell line:Li-7	
4849	CAGE	glioblastoma cell line:T98G	
4850	CAGE	squamous cell lung carcinoma cell line:EBC-1	
4851	CAGE	giant cell carcinoma cell line:LU65	
4852	CAGE	lung adenocarcinoma cell line:A549	
4853	CAGE	neuroblastoma cell line:CHP-134	
4854	CAGE	large cell lung carcinoma cell line:IA-LM	
4855	CAGE	osteosarcoma cell line:143B/TK^(-)neo^(R)	
4856	CAGE	colon carcinoma cell line:CACO-2	
4857	CAGE	melanoma cell line:COLO 679	
4858	CAGE	acute lymphoblastic leukemia (B-ALL) cell line:NALM-6	
4859	CAGE	cholangiocellular carcinoma cell line:HuH-28	
4860	CAGE	neuroblastoma cell line:NB-1	
4861	CAGE	small cell lung carcinoma cell line:LK-2	
4862	CAGE	gastric cancer cell line:AZ521	
4863	CAGE	oral squamous cell carcinoma cell line:HO-1-u-1	
4864	CAGE	cervical cancer cell line:D98-AH2	
4865	CAGE	cervical cancer cell line:ME-180	
4866	CAGE	osteosarcoma cell line:HS-Os-1	
4867	CAGE	Melanocyte - light,	
4868	CAGE	Osteoblast - differentiated,	
4869	CAGE	Mesenchymal Stem Cells - bone marrow,	
4870	CAGE	Pericytes,	
4871	CAGE	Fibroblast - Choroid Plexus,	
4872	CAGE	Meningeal Cells,	
4873	CAGE	Astrocyte - cerebellum,	
4874	CAGE	Fibroblast - Lymphatic,	
4875	CAGE	Esophageal Epithelial Cells,	
4876	CAGE	Smooth Muscle Cells - Esophageal,	
4877	CAGE	Alveolar Epithelial Cells,	
4878	CAGE	Bronchial Epithelial Cell,	
4879	CAGE	Smooth Muscle Cells - Bronchial,	
4880	CAGE	Smooth Muscle Cells - Tracheal,	
4881	CAGE	Renal Proximal Tubular Epithelial Cell,	
4882	CAGE	Renal Cortical Epithelial Cells,	
4883	CAGE	Renal Epithelial Cells,	
4884	CAGE	Renal Mesangial Cells,	
4885	CAGE	Urothelial Cells,	
4886	CAGE	Hepatic Stellate Cells (lipocyte),	
4887	CAGE	Corneal Epithelial Cells,	
4888	CAGE	Keratocytes,	
4889	CAGE	Fibroblast - Conjunctival,	
4890	CAGE	Trabecular Meshwork Cells,	
4891	CAGE	Amniotic Epithelial Cells,	
4892	CAGE	Fibroblast - Villous Mesenchymal,	
4893	CAGE	Mesenchymal Stem Cells - adipose,	
4894	CAGE	Mesenchymal Stem Cells - hepatic,	
4895	CAGE	Mesenchymal Stem Cells - umbilical,	
4896	CAGE	Fibroblast - Mammary,	
4897	CAGE	Mesenchymal Stem Cells - amniotic membrane,	
4898	CAGE	Multipotent Cord Blood Unrestricted Somatic Stem Cells,	
4899	CAGE	Fibroblast - skin normal,	
4900	CAGE	Fibroblast - skin walker warburg,	
4901	CAGE	Fibroblast - skin dystrophia myotonica,	
4902	CAGE	Adipocyte - subcutaneous,	
4903	CAGE	Chondrocyte - de diff,	
4904	CAGE	Chondrocyte - re diff,	
4905	CAGE	Endothelial Cells - Microvascular,	
4906	CAGE	Endothelial Cells - Vein,	
4907	CAGE	Fibroblast - Cardiac,	
4908	CAGE	Fibroblast - Dermal,	
4909	CAGE	Fibroblast - Lung,	
4910	CAGE	uterus, adult, pool1	
4911	CAGE	salivary gland, adult, pool1	
4912	CAGE	lung, fetal,	
4913	CAGE	chronic lymphocytic leukemia (T-CLL) cell line:SKW-3	
4914	CAGE	Hodgkin's lymphoma cell line:HD-Mar2	
4915	CAGE	papillary adenocarcinoma cell line:8505C	
4916	CAGE	oral squamous cell carcinoma cell line:HSC-3	
4917	CAGE	mesenchymal stem cell line:Hu5/E18	
4918	CAGE	leiomyoma cell line:10964C	
4919	CAGE	leiomyoma cell line:15242A	
4920	CAGE	leiomyoma cell line:15425	
4921	CAGE	argyrophil small cell carcinoma cell line:TC-YIK	
4922	CAGE	testicular germ cell embryonal carcinoma cell line:NEC8	
4923	CAGE	Wilms' tumor cell line:HFWT	
4924	CAGE	myxofibrosarcoma cell line:MFH-ino	
4925	CAGE	embryonic pancreas cell line:1B2C6	
4926	CAGE	embryonic pancreas cell line:1C3D3	
4927	CAGE	embryonic pancreas cell line:1C3IKEI	
4928	CAGE	small-cell gastrointestinal carcinoma cell line:ECC4	
4929	CAGE	small cell gastrointestinal carcinoma cell line:ECC10	
4930	CAGE	gastric adenocarcinoma cell line:MKN1	
4931	CAGE	gastrointestinal carcinoma cell line:ECC12	
4932	CAGE	squamous cell carcinoma cell line:T3M-5	
4933	CAGE	granulosa cell tumor cell line:KGN	
4934	CAGE	diffuse large B-cell lymphoma cell line:CTB-1	
4935	CAGE	hepatoblastoma cell line:HuH-6	
4936	CAGE	neuroectodermal tumor cell line:FU-RPNT-1	
4937	CAGE	clear cell carcinoma cell line:JHOC-5	
4938	CAGE	serous adenocarcinoma cell line:JHOS-2	
4939	CAGE	carcinosarcoma cell line:JHUCS-1	
4940	CAGE	endometrioid adenocarcinoma cell line:JHUEM-1	
4941	CAGE	squamous cell carcinoma cell line:JHUS-nk1	
4942	CAGE	lens epithelial cell line:SRA 01/04	
4943	CAGE	mucinous adenocarcinoma cell line:JHOM-1	
4944	CAGE	neuroectodermal tumor cell line:FU-RPNT-2	
4945	CAGE	smooth muscle, adult, pool1	
4946	CAGE	pancreas, adult,	
4947	CAGE	heart, adult, diseased post-infarction,	
4948	CAGE	heart, adult, diseased,	
4949	CAGE	aorta, adult, pool1	
4950	CAGE	blood, adult, pool1	
4951	CAGE	eye, fetal,	
4952	CAGE	uterus, fetal,	
4953	CAGE	spinal cord, fetal,	
4954	CAGE	umbilical cord, fetal,	
4955	CAGE	trachea, fetal,	
4956	CAGE	tongue, fetal,	
4957	CAGE	thyroid, fetal,	
4958	CAGE	throat, fetal,	
4959	CAGE	stomach, fetal,	
4960	CAGE	temporal lobe, fetal, , tech_	
4961	CAGE	small intestine, fetal,	
4962	CAGE	skin, fetal,	
4963	CAGE	skeletal muscle, fetal,	
4964	CAGE	rectum, fetal,	
4965	CAGE	diaphragm, fetal,	
4966	CAGE	colon, fetal,	
4967	CAGE	duodenum, fetal, , tech_	
4968	CAGE	parietal lobe, fetal,	
4969	CAGE	occipital lobe, fetal,	
4970	CAGE	skin, adult,	
4971	CAGE	lung, right lower lobe, adult,	
4972	CAGE	occipital lobe, adult,	
4973	CAGE	lymph node, adult,	
4974	CAGE	left ventricle, adult,	
4975	CAGE	left atrium, adult,	
4976	CAGE	breast, adult,	
4977	CAGE	adrenal gland, adult, pool1	
4978	CAGE	colon, adult,	
4979	CAGE	cerebellum, adult, pool1	
4980	CAGE	brain, adult,	
4981	CAGE	brain, fetal, pool1	
4982	CAGE	liver, fetal, pool1	
4983	CAGE	oral squamous cell carcinoma cell line:SAS	
4984	CAGE	neuroblastoma cell line:NH-12	
4985	CAGE	small cell lung carcinoma cell line:WA-hT	
4986	CAGE	xeroderma pigentosum b cell line:XPL 17	
4987	CAGE	embryonic pancreas cell line:2C6	
4988	CAGE	neuroblastoma cell line:NBsusSR	
4989	CAGE	gastric adenocarcinoma cell line:MKN45	
4990	CAGE	choriocarcinoma cell line:T3M-3	
4991	CAGE	myxofibrosarcoma cell line:NMFH-1	
4992	CAGE	Krukenberg tumor cell line:HSKTC	
4993	CAGE	glassy cell carcinoma cell line:HOKUG	
4994	CAGE	large cell non-keratinizing squamous carcinoma cell line:SKG-II-SF	
4995	CAGE	serous cystadenocarcinoma cell line:HTOA	
4996	CAGE	tridermal teratoma cell line:HGRT	
4997	CAGE	sacrococcigeal teratoma cell line:HTST	
4998	CAGE	peripheral neuroectodermal tumor cell line:KU-SN	
4999	CAGE	pancreatic carcinoma cell line:NOR-P1	
5000	CAGE	chondrosarcoma cell line:SW 1353	
5001	CAGE	carcinoid cell line:NCI-H1770	
5002	CAGE	osteoclastoma cell line:Hs 706.T	
5003	CAGE	Ewing's sarcoma cell line:Hs 863.T	
5004	CAGE	transitional cell carcinoma cell line:Hs 769.T	
5005	CAGE	alveolar cell carcinoma cell line:SW 1573	
5006	CAGE	bronchioalveolar carcinoma cell line:NCI-H358	
5007	CAGE	bronchogenic carcinoma cell line:ChaGo-K-1	
5008	CAGE	fibrous histiocytoma cell line:GCT TIB-223	
5009	CAGE	hairy cell leukemia cell line:Mo	
5010	CAGE	acantholytic squamous carcinoma cell line:HCC1806	
5011	CAGE	biphenotypic B myelomonocytic leukemia cell line:MV-4-11	
5012	CAGE	carcinoid cell line:SK-PN-DW	
5013	CAGE	leiomyoblastoma cell line:G-402	
5014	CAGE	pharyngeal carcinoma cell line:Detroit 562	
5015	CAGE	liposarcoma cell line:SW 872	
5016	CAGE	lymphangiectasia cell line:DS-1	
5017	CAGE	neuroepithelioma cell line:SK-N-MC	
5018	CAGE	neurofibroma cell line:Hs 53.T	
5019	CAGE	pagetoid sarcoma cell line:Hs 925.T	
5020	CAGE	spindle cell sarcoma cell line:Hs 132.T	
5021	CAGE	mycosis fungoides, T cell lymphoma cell line:HuT 102 TIB-162	
5022	CAGE	leukemia, chronic megakaryoblastic cell line:MEG-01	
5023	CAGE	fibrosarcoma cell line:HT-1080	
5024	CAGE	medulloblastoma cell line:ONS-76	
5025	CAGE	bronchial squamous cell carcinoma cell line:KNS-62	
5026	CAGE	acute myeloid leukemia (FAB M2) cell line:NKM-1	
5027	CAGE	chronic myelogenous leukemia (CML) cell line:MEG-A2	
5028	CAGE	neuroectodermal tumor cell line:TASK1	
5029	CAGE	NK T cell leukemia cell line:KHYG-1	
5030	CAGE	hepatic mesenchymal tumor cell line:LI90	
5031	CAGE	somatostatinoma cell line:QGP-1	
5032	CAGE	liposarcoma cell line:KMLS-1	
5033	CAGE	thyroid carcinoma cell line:TCO-1	
5034	CAGE	mucinous cystadenocarcinoma cell line:MCAS	
5035	CAGE	choriocarcinoma cell line:SCH	
5036	CAGE	testicular germ cell embryonal carcinoma cell line:ITO-II	
5037	CAGE	rhabdomyosarcoma cell line:KYM-1	
5038	CAGE	teratocarcinoma cell line:NCC-IT-A3	
5039	CAGE	keratoacanthoma cell line:HKA-1	
5040	CAGE	anaplastic large cell lymphoma cell line:Ki-JK	
5041	CAGE	adenocarcinoma cell line:IM95m	
5042	CAGE	tubular adenocarcinoma cell line:SUIT-2	
5043	CAGE	teratocarcinoma cell line:NCR-G1	
5044	CAGE	small cell cervical cancer cell line:HCSC-1	
5045	CAGE	chronic myeloblastic leukemia (CML) cell line:KCL-22	
5046	CAGE	acute myeloid leukemia (FAB M7) cell line:MKPL-1	
5047	CAGE	anaplastic squamous cell carcinoma cell line:RPMI 2650	
5048	CAGE	teratocarcinoma cell line:PA-1	
5049	CAGE	hereditary spherocytic anemia cell line:WIL2-NS	
5050	CAGE	Wilms' tumor cell line:G-401	
5051	CAGE	adrenal cortex adenocarcinoma cell line:SW-13	
5052	CAGE	normal embryonic palatal mesenchymal cell line:HEPM	
5053	CAGE	Gingival epithelial cells,  (GEA14)	
5054	CAGE	Gingival epithelial cells,  (GEA15)	
5055	CAGE	Smooth Muscle Cells - Prostate,	
5056	CAGE	Smooth Muscle Cells - Uterine,	
5057	CAGE	Endothelial Cells - Thoracic,	
5058	CAGE	clear cell carcinoma cell line:TEN	
5059	CAGE	bone marrow stromal cell line:StromaNKtert	
5060	CAGE	basal cell carcinoma cell line:TE 354.T	
5061	CAGE	pleomorphic hepatocellular carcinoma cell line:SNU-387	
5062	CAGE	myelodysplastic syndrome cell line:SKM-1	
5063	CAGE	lymphoma, malignant, hairy B-cell cell line:MLMA	
5064	CAGE	breast carcinoma cell line:MCF7	
5065	CAGE	mixed mullerian tumor cell line:HTMMT	
5066	CAGE	meningioma cell line:HKBMM	
5067	CAGE	Whole blood (ribopure), , donation3	
5068	CAGE	normal intestinal epithelial cell line:FHs 74 Int	
5069	CAGE	Fibroblast - Gingival,  (GFH3)	
5070	CAGE	Fibroblast - Periodontal Ligament,  (PL30)	
5071	CAGE	Prostate Epithelial Cells,	
5072	CAGE	Endothelial Cells - Artery,	
5073	CAGE	Hair Follicle Dermal Papilla Cells,	
5074	CAGE	Fibroblast - Periodontal Ligament,  (PLH3)	
5075	CAGE	Dendritic Cells - monocyte immature derived,	
5076	CAGE	Preadipocyte - perirenal,	
5077	CAGE	Adipocyte - perirenal,	
5078	CAGE	Schwann Cells,	
5079	CAGE	Renal Glomerular Endothelial Cells,	
5080	CAGE	Hepatic Sinusoidal Endothelial Cells,	
5081	CAGE	CD19+ B Cells (pluriselect), , donation2	
5082	CAGE	CD8+ T Cells (pluriselect), , donation1	
5083	CAGE	CD19+ B Cells (pluriselect), , donation1	
5084	CAGE	CD8+ T Cells (pluriselect), , donation2	
5085	CAGE	CD8+ T Cells (pluriselect), , donation3	
5086	CAGE	CD19+ B Cells (pluriselect), , donation3	
5087	CAGE	mesodermal tumor cell line:HIRS-BM	
5088	CAGE	leiomyosarcoma cell line:Hs 5.T	
5089	CAGE	non-small cell lung cancer cell line:NCI-H1385	
5090	CAGE	CD34+ Progenitors,	
5091	CAGE	spinal cord, adult,	
5092	CAGE	pineal gland, adult,	
5093	CAGE	pituitary gland, adult,	
5094	CAGE	medial frontal gyrus, adult,	
5095	CAGE	amygdala, adult,	
5096	CAGE	hippocampus, adult,	
5097	CAGE	thalamus, adult,	
5098	CAGE	medulla oblongata, adult,	
5099	CAGE	medial temporal gyrus, adult,	
5100	CAGE	parietal lobe, adult,	
5101	CAGE	substantia nigra, adult,	
5102	CAGE	globus pallidus, adult,	
5103	CAGE	occipital cortex, adult,	
5104	CAGE	caudate nucleus, adult,	
5105	CAGE	locus coeruleus, adult,	
5106	CAGE	cerebellum, adult,	
5107	CAGE	putamen, adult,	
5108	CAGE	epitheloid carcinoma cell line: HelaS3 ENCODE, biol_	
5109	CAGE	hepatocellular carcinoma cell line: HepG2 ENCODE, biol_	
5110	CAGE	B lymphoblastoid cell line: GM12878 ENCODE, biol_	
5111	CAGE	chronic myelogenous leukemia cell line:K562 ENCODE, biol_	
5112	CAGE	Neurons,	
5113	CAGE	Hair Follicle Outer Root Sheath Cells,	
5114	CAGE	Hepatocyte,	
5115	CAGE	Cardiac Myocyte,	
5116	CAGE	Lens Epithelial Cells,	
5117	CAGE	CD19+ B Cells,	
5118	CAGE	Melanocyte - dark,	
5119	CAGE	testicular germ cell embryonal carcinoma cell line:NEC14	
5120	CAGE	testicular germ cell embryonal carcinoma cell line:NEC15	
5121	CAGE	mesenchymal precursor cell - adipose,	
5122	CAGE	mesenchymal precursor cell - bone marrow,	
5123	CAGE	mesenchymal precursor cell - cardiac,	
5124	CAGE	mesenchymal precursor cell - ovarian cancer left ovary,	
5125	CAGE	mesenchymal precursor cell - ovarian cancer right ovary,	
5126	CAGE	mesenchymal precursor cell - ovarian cancer metastasis,	
5127	CAGE	mesenchymal precursor cell - ovarian cancer right ovary,  (SOC-57-02)	
5128	CAGE	amniotic membrane cells,	
5129	CAGE	chorionic membrane cells,	
5130	CAGE	Mesenchymal stem cells - umbilical,	
5131	CAGE	Fibroblast - Periodontal Ligament,  (PL29)	
5132	CAGE	common myeloid progenitor CMP,	
5133	CAGE	granulocyte macrophage progenitor,	
5134	CAGE	promyelocytes/myelocytes PMC,	
5135	CAGE	neutrophil PMN,	
5136	CAGE	Mallassez-derived cells,  (MZH3)	
5137	CAGE	CD133+ stem cells - cord blood derived, pool1	
5138	CAGE	Basophils,	
5139	CAGE	Eosinophils,	
5140	CAGE	CD133+ stem cells - adult bone marrow derived, pool1	
5141	CAGE	CD34+ stem cells - adult bone marrow derived, , tech_	
5142	CAGE	nasal epithelial cells, , tech_	
5143	CAGE	mature adipocyte,	
5144	CAGE	Mast cell,	
5145	CAGE	Smooth Muscle Cells - Umbilical Vein,	
5146	CAGE	nasal epithelial cells,	
5147	CAGE	Oligodendrocyte - precursors,	
5148	CAGE	Perineurial Cells,	
5149	CAGE	Smooth Muscle Cells - Intestinal,	
5150	CAGE	Iris Pigment Epithelial Cells,	
5151	CAGE	diencephalon, adult	
5152	CAGE	olfactory region, adult	
5153	CAGE	tenocyte,	
5154	CAGE	medulloblastoma cell line:D283 Med	
5155	CAGE	large cell lung carcinoma cell line:NCI-H460	
5156	CAGE	plasma cell leukemia cell line:ARH-77	
5157	CAGE	small cell lung carcinoma cell line:DMS 144	
5158	CAGE	small cell lung carcinoma cell line:NCI-H82	
5159	CAGE	salivary acinar cells,	
5160	CAGE	merkel cell carcinoma cell line:MKL-1	
5161	CAGE	merkel cell carcinoma cell line:MS-1	
5162	CAGE	cerebral meninges, adult	
5163	CAGE	appendix, adult	
5164	CAGE	artery, adult	
5165	CAGE	vein, adult	
5166	CAGE	bone marrow, adult	
5167	CAGE	ductus deferens, adult	
5168	CAGE	epididymis, adult	
5169	CAGE	gall bladder, adult	
5170	CAGE	parotid gland, adult	
5171	CAGE	penis, adult	
5172	CAGE	seminal vesicle, adult	
5173	CAGE	submaxillary gland, adult	
5174	CAGE	tongue, adult	
